epoch,accuracy,loss,val_accuracy,val_loss
0,0.9078145027160645,0.4322350025177002,0.6939759254455566,2097.474365234375
1,0.8768969178199768,0.5010678172111511,0.515662670135498,2605.112060546875
2,0.9218550324440002,0.20923195779323578,0.9277108311653137,2.52815318107605
3,0.9004396796226501,0.2863260805606842,0.9204819202423096,0.19002453982830048
4,0.9434123039245605,0.14108037948608398,0.925301194190979,0.17480240762233734
