epoch,accuracy,loss,val_accuracy,val_loss
0,0.7878314852714539,0.49038776755332947,0.7349397540092468,0.4503234922885895
1,0.925117015838623,0.19420892000198364,0.9445782899856567,0.20315852761268616
2,0.9475252032279968,0.13652312755584717,0.9445782899856567,0.1539251059293747
3,0.9583038091659546,0.11236883699893951,0.9566265344619751,0.1589042693376541
4,0.9655368328094482,0.09134484082460403,0.9566265344619751,0.1566910743713379
